application_number,request_for_proposal_document,rfp_identifier,rfp_upload_date,total_services_requested,certified_date_time
240003091,http://publicdata.usac.org/SL/Prd/Form470/17015633/240003091/C2%20470%20240003091_Amendment%201.docx,true,2023-12-12T12:12:39.000,26,2023-11-28T12:31:56.000
240003093,,false,,1,2023-11-10T17:07:32.000
240003103,,false,,1,2023-11-14T10:16:39.000
240003104,,false,,1,2023-10-25T11:12:12.000
240003105,,false,,6,2023-10-25T11:21:59.000
240003107,,false,,1,2023-11-02T12:18:07.000
240003108,,false,,2,2023-12-18T10:25:57.000
240003110,,false,,1,2023-10-25T15:41:10.000
240003111,http://publicdata.usac.org/SL/Prd/Form470/348339/240003111/Lytle%20ISD%202024%20ERATE%20CAT%202%20RFP%20Aruba.pdf,true,2023-10-25T12:10:45.000,173,2023-10-25T12:24:43.000
240003112,http://publicdata.usac.org/SL/Prd/Form470/348803/240003112/RFP%20240003112.pdf,true,2023-10-30T15:10:24.000,1,2023-10-30T15:51:22.000
240003115,http://publicdata.usac.org/SL/Prd/Form470/340474/240003115/2024%20APL%20QA%20RFP.docx,true,2023-10-26T14:10:53.000,3900,2023-10-26T14:43:51.000
240003116,http://publicdata.usac.org/SL/Prd/Form470/351926/240003116/2024_JVSD_LF_121823_Attachment%20A_Cost%20Proposal%20Form.xlsx,true,2023-10-30T11:10:33.000,2,2023-10-30T11:13:31.000
240003117,,false,,2,2023-10-25T13:03:34.000
240003119,http://publicdata.usac.org/SL/Prd/Form470/344802/240003119/All%20District%20Maps%20MDF%20IDF%20closets%202.2023.pdf,true,2023-12-04T17:12:41.000,5074,2023-10-25T13:43:06.000
240003121,,false,,1,2023-10-27T12:35:58.000
240003129,,false,,1,2023-10-25T14:31:01.000
240003133,http://publicdata.usac.org/SL/Prd/Form470/337709/240003133/FY%202024%20C2%20RFP%20DRAFT%20%20Brown%20Co%20SC%20FINISHED.docx,true,2023-11-08T11:11:50.000,100,2023-11-08T11:57:48.000
240003134,,false,,1,2023-10-25T14:24:51.000
240003135,,false,,5,2023-10-25T15:07:01.000
240003139,http://publicdata.usac.org/SL/Prd/Form470/333799/240003139/RFPTelecomServices.pdf,true,2023-10-25T15:10:55.000,2,2023-10-25T15:26:54.000
240003143,,false,,1,2023-10-25T15:45:23.000
240003144,,false,,1,2023-12-20T12:50:47.000
240003145,,false,,1,2023-10-25T15:39:03.000
240003148,http://publicdata.usac.org/SL/Prd/Form470/351182/240003148/Request%20for%20Proposal%202023%20EUSD%20WAN.pdf,true,2023-12-20T17:12:55.000,7,2023-12-20T17:57:54.000
240003151,http://publicdata.usac.org/SL/Prd/Form470/351496/240003151/Douglas%20City%20ESD_ERATE%20SUPPLEMENTAL%20TERMS%20AND%20CONDITIONS2.pdf,true,2023-11-08T17:11:01.000,1,2023-11-08T17:35:59.000
240003154,http://publicdata.usac.org/SL/Prd/Form470/17006521/240003154/Humboldt%20Lib_Cut%20Over%20IA%20Addendum%201_2023.11.13.pdf,true,2023-11-13T14:11:10.000,1,2023-10-26T15:47:22.000
240003155,http://publicdata.usac.org/SL/Prd/Form470/17019238/240003155/Elko%20Lib_Bookmobile%20Addendum%202_2023.11.09.pdf,true,2023-11-09T12:11:02.000,1,2023-10-30T16:00:59.000
240003158,http://publicdata.usac.org/SL/Prd/Form470/17006521/240003158/Humboldt%20Lib_Bookmobile%20Specs_2024%20REFILED.pdf,true,2023-10-26T15:10:47.000,1,2023-10-26T15:30:45.000
240003159,http://publicdata.usac.org/SL/Prd/Form470/344070/240003159/GR24_RFP_License%20Renewals.pdf,true,2023-11-20T16:11:32.000,130,2023-11-20T16:37:30.000
240003160,http://publicdata.usac.org/SL/Prd/Form470/346640/240003160/Dibble%20School%20District%20OK%201%20Addendum%20470%20240003160%20C1%20QA.pdf,true,2023-11-11T06:11:04.000,1,2023-11-01T09:10:51.000
240003161,,false,,1,2023-11-14T07:16:52.000
240003164,http://publicdata.usac.org/SL/Prd/Form470/341929/240003164/2024%20Form%20470%20_%20Internet%20RFP%20_%20Pricing%20Worksheet%20_%20East%20Glacier%20School%20District%2050%20a.k.a.%20East%20Glacier%20Park%20Elementary.rtf,true,2023-10-26T14:10:20.000,4,2023-10-26T14:00:19.000
240003166,http://publicdata.usac.org/SL/Prd/Form470/342068/240003166/2024%20Form%20470%20_%20Internet%20RFP%20_%20Pricing%20Worksheet%20_%20Ennis%20School%20District%2052%20a.k.a.%20Ennis%20K12%20Schools.rtf,true,2023-12-07T16:12:15.000,6,2023-12-07T16:46:14.000
240003169,http://publicdata.usac.org/SL/Prd/Form470/398459/240003169/CB24_RFP_47001_Caliber%20Category%201.pdf,true,2023-10-28T11:10:35.000,2,2023-10-28T11:24:33.000
240003171,,false,,2,2023-10-26T10:39:18.000
240003172,,false,,1,2023-11-02T16:03:09.000
240003179,http://publicdata.usac.org/SL/Prd/Form470/348158/240003179/Brazos_C1%20Vendor%20attachment.xlsx,true,2023-11-08T14:11:59.000,1,2023-11-08T14:43:57.000
240003181,http://publicdata.usac.org/SL/Prd/Form470/337507/240003181/FY2024%20Prairie%20Heights%20RFP%20C2.pdf,true,2023-11-08T16:11:38.000,13,2023-11-08T16:27:36.000
240003182,http://publicdata.usac.org/SL/Prd/Form470/347911/240003182/RFP_240003182.pdf,true,2023-10-30T17:10:38.000,195,2023-10-30T17:30:36.000
240003183,,false,,1,2023-10-26T11:31:41.000
240003185,http://publicdata.usac.org/SL/Prd/Form470/17029986/240003185/2024%20RFP%20International%20School%20of%20Denver.pdf,true,2023-10-26T14:10:16.000,1,2023-10-26T14:58:14.000
240003187,http://publicdata.usac.org/SL/Prd/Form470/331078/240003187/East%20MeadowFY2024%20C2%20Form%20470%20240003187%20Question%20and%20Answer%20Addendum.docx,true,2023-12-15T14:12:06.000,1,2023-11-17T15:37:17.000
240003189,,false,,1,2023-10-26T12:09:22.000
240003190,http://publicdata.usac.org/SL/Prd/Form470/338447/240003190/Brandywine24.pdf,true,2023-10-26T12:10:30.000,1,2023-10-26T12:04:29.000
240003191,,false,,6,2023-10-26T12:08:40.000
240003194,http://publicdata.usac.org/SL/Prd/Form470/348220/240003194/24HISD_Equipment%20List.docx,true,2023-12-05T11:12:19.000,11,2023-12-05T11:05:18.000
240003197,,false,,1,2023-10-28T13:47:31.000
240003198,http://publicdata.usac.org/SL/Prd/Form470/353442/240003198/Bandwidth.pdf,true,2023-10-26T15:10:43.000,1,2023-10-26T15:31:42.000
240003199,,false,,1,2023-10-28T13:52:27.000
240003200,http://publicdata.usac.org/SL/Prd/Form470/363895/240003200/Addendum%20Issued_Form470_240003200.pdf,true,2024-01-26T18:01:11.000,1,2023-12-21T18:19:11.000
240003207,,false,,1,2023-10-26T13:20:48.000
240003211,http://publicdata.usac.org/SL/Prd/Form470/351191/240003211/ERATE%20SUPPLEMENTAL%20TERMS%20AND%20CONDITIONS.pdf,true,2023-11-15T18:11:18.000,1,2023-11-15T18:21:16.000
240003212,,false,,1,2023-10-30T13:11:34.000
240003216,http://publicdata.usac.org/SL/Prd/Form470/17009981/240003216/Pittsfield_Scope_of_Work_C1%20DIA%20and%20WAN.pdf,true,2023-10-31T14:10:31.000,1,2023-10-31T14:18:28.000
240003217,,false,,1,2023-10-26T13:55:17.000
240003218,,false,,1,2023-10-26T14:44:41.000
240003221,,false,,1,2023-10-26T14:34:23.000
240003222,http://publicdata.usac.org/SL/Prd/Form470/344489/240003222/2024%20C2%20Bidding%20Instructions.pdf,true,2023-10-26T14:10:35.000,1,2023-10-26T14:09:33.000
240003223,,false,,1,2023-10-27T15:01:06.000
240003224,,false,,1,2023-10-26T14:22:31.000
240003225,http://publicdata.usac.org/SL/Prd/Form470/348122/240003225/24_264%20E%20Rate%20Cat2%20Unified%20Access%20Network%20Electronics_Addendum%201.pdf,true,2023-11-16T18:11:30.000,4693,2023-10-27T17:03:03.000
240003228,http://publicdata.usac.org/SL/Prd/Form470/346674/240003228/Noble%20Addendum%20470_240003228%20C2%20QandA.pdf,true,2023-12-04T10:12:13.000,1,2023-11-16T14:25:03.000
240003231,http://publicdata.usac.org/SL/Prd/Form470/344526/240003231/2023%20_2024%20E_Rate%20District%20Internet%20RFP.pdf,true,2023-10-27T11:10:15.000,1,2023-10-27T11:46:14.000
240003233,,false,,6,2023-10-30T08:49:25.000
240003242,,false,,1,2023-11-09T14:48:00.000
240003245,http://publicdata.usac.org/SL/Prd/Form470/350755/240003245/E%20RATE%20RFP%20%2024%2025%2001%20%20WAN%20SERVICES.pdf,true,2023-10-30T15:10:56.000,8,2023-10-30T15:58:55.000
240003247,http://publicdata.usac.org/SL/Prd/Form470/328604/240003247/Somersworth_SD_470_240003247_RFP_124A_24.docx,true,2023-10-26T17:10:55.000,1,2023-10-26T17:16:53.000
240003248,http://publicdata.usac.org/SL/Prd/Form470/351331/240003248/RFP%20774_23_24%20Addendum_1.pdf,true,2023-11-07T11:11:57.000,175,2023-11-01T18:30:51.000
240003249,http://publicdata.usac.org/SL/Prd/Form470/328236/240003249/Addendum%201%20ERate%20Wide%20Area%20Network%20%20RFP%2024%20027RR.pdf,true,2023-11-03T11:11:56.000,1250,2023-10-30T14:03:28.000
240003252,http://publicdata.usac.org/SL/Prd/Form470/351331/240003252/RFP%20772_23_24%20Network%20Equipment%20RFP.pdf,true,2023-11-01T18:11:11.000,25,2023-11-01T18:31:10.000
240003257,http://publicdata.usac.org/SL/Prd/Form470/400869/240003257/Lakehills%20Area%20Library%20Internet%20Addendum.pdf,true,2023-11-13T13:11:38.000,1,2023-11-03T10:41:34.000
240003259,http://publicdata.usac.org/SL/Prd/Form470/17017389/240003259/City%20of%20Liberty%20Municipal%20Library%20Internet%20Addendum.pdf,true,2023-11-13T12:11:26.000,1,2023-11-02T11:17:53.000
240003260,,false,,1,2024-01-29T16:42:57.000
240003261,http://publicdata.usac.org/SL/Prd/Form470/347995/240003261/Waco%20McClennan%20County%20Library%20C2%20Equipment%20Service%20Specifications.pdf,true,2024-02-27T10:02:47.000,20,2024-02-27T10:39:45.000
240003264,http://publicdata.usac.org/SL/Prd/Form470/346660/240003264/REQUEST%20FOR%20PROPOSAL%20Lindsay%202024%20CAT1.docx,true,2023-11-02T11:11:17.000,1,2023-11-02T11:14:16.000
240003266,,false,,1,2023-10-27T00:14:25.000
240003268,http://publicdata.usac.org/SL/Prd/Form470/341930/240003268/2024%20Form%20470%20_%20Internet%20RFP%20_%20Pricing%20Worksheet%20_%20Fairfield%20School%20District%2021%20a.k.a.%20Fairfield%20Public%20Schools.rtf,true,2023-12-06T15:12:39.000,1,2023-12-06T15:48:37.000
240003269,,false,,1,2023-10-27T08:51:43.000
240003271,http://publicdata.usac.org/SL/Prd/Form470/341934/240003271/2024%20Form%20470%20_%20Internet%20RFP%20_%20Pricing%20Worksheet%20_%20Fort%20Benton%20School%20District%201%20a.k.a.%20Fort%20Benton%20Public%20Schools.rtf,true,2023-11-09T08:11:58.000,4,2023-11-09T08:27:56.000
240003273,http://publicdata.usac.org/SL/Prd/Form470/341801/240003273/2024%20Form%20470%20_%20Internet%20RFP%20_%20Pricing%20Worksheet%20_%20Frazer%20School%20District%202%20_%202%20B%20a.k.a.%20Frazer%20Public%20Schools.rtf,true,2023-12-15T14:12:21.000,2,2023-12-15T14:26:20.000
240003276,http://publicdata.usac.org/SL/Prd/Form470/334335/240003276/2024%20Net%20Mgt.doc,true,2023-10-27T12:10:02.000,1,2023-10-27T12:04:01.000
240003280,,false,,3,2023-11-14T09:48:08.000
240003283,,false,,1,2023-11-17T09:23:36.000
240003285,,false,,8,2023-11-02T08:56:37.000
240003290,http://publicdata.usac.org/SL/Prd/Form470/336643/240003290/FY2024%20Fiber%20QA%20240003290.pdf,true,2023-12-13T10:12:34.000,4,2023-10-27T14:24:13.000
240003294,http://publicdata.usac.org/SL/Prd/Form470/331099/240003294/24_Westbury%20UFSD_C1_%20IA%20and%20WAN_Service%20Spec%20Final.docx,true,2023-10-27T12:10:18.000,3,2023-10-27T12:53:17.000
240003295,http://publicdata.usac.org/SL/Prd/Form470/348880/240003295/Midland%20C1%20IFCB%20240003295.pdf,true,2023-11-07T14:11:46.000,2,2023-11-07T14:22:45.000
240003297,http://publicdata.usac.org/SL/Prd/Form470/348880/240003297/Midland%20ISD%20IFCB%20Bus%20240003297.pdf,true,2023-12-27T13:12:09.000,130,2023-12-27T13:48:08.000
240003298,http://publicdata.usac.org/SL/Prd/Form470/388319/240003298/2024_FRCS_LV_RFQ_E_Rate%20Category%202%20Low%20Voltage%20Cabling.docx,true,2023-11-07T11:11:58.000,750,2023-11-07T11:01:56.000
240003300,http://publicdata.usac.org/SL/Prd/Form470/338092/240003300/LDL%20WAN%20RFP%202024.docx,true,2023-10-27T13:10:56.000,5,2023-10-27T13:10:54.000
240003301,http://publicdata.usac.org/SL/Prd/Form470/351331/240003301/RFP%20773_23_24%20Wireless%20Equipment%20and%20Installation%20ERate.pdf,true,2023-11-01T18:11:29.000,330,2023-11-01T18:31:27.000
240003302,http://publicdata.usac.org/SL/Prd/Form470/346134/240003302/ADDENDUM%20I.pdf,true,2024-01-09T14:01:37.000,1,2023-11-29T09:26:59.000
240003303,http://publicdata.usac.org/SL/Prd/Form470/334525/240003303/FranklinCountySD_FY2024_Category2_RFP.pdf,true,2023-10-31T11:10:07.000,771,2023-10-31T11:17:06.000
240003305,,false,,1,2023-10-27T13:36:16.000
240003306,http://publicdata.usac.org/SL/Prd/Form470/351926/240003306/2024_JVSD_LV_010424_Questions%20Answers.pdf,true,2023-12-19T12:12:00.000,2000,2023-11-07T11:10:29.000
240003307,http://publicdata.usac.org/SL/Prd/Form470/342069/240003307/2024%20Form%20470%20_%20Internet%20RFP%20_%20Pricing%20Worksheet%20_%20Gallatin%20Gateway%20School%20District%2035%20a.k.a.%20Gallatin%20Gateway%20Elementary.rtf,true,2023-11-13T10:11:25.000,2,2023-11-13T10:35:24.000
240003308,http://publicdata.usac.org/SL/Prd/Form470/401732/240003308/HeritagePeakCharterSchool_FY2024_BidRequest_C1.pdf,true,2024-02-06T15:02:15.000,11,2024-02-06T15:58:13.000
240003309,http://publicdata.usac.org/SL/Prd/Form470/351331/240003309/RFP%20776_23_24%20%20Leased%20Lit%20or%20Dark%20Fiber%20Service%20ERate%20Addendum%201.pdf,true,2023-12-14T10:12:13.000,4,2023-11-01T18:30:36.000
240003310,http://publicdata.usac.org/SL/Prd/Form470/351026/240003310/Form%20470%20CAT%201%20RFP%20SRCSD%20FY2024.pdf,true,2023-11-28T12:11:11.000,16,2023-11-28T12:23:09.000
240003311,http://publicdata.usac.org/SL/Prd/Form470/352049/240003311/2024%20TRL%20Internet%20Access%20and%20WAN%20Bid%20Spreadsheet.xlsx,true,2023-10-27T19:10:32.000,32,2023-10-27T19:45:30.000
240003314,http://publicdata.usac.org/SL/Prd/Form470/347454/240003314/2024%20RFP%20WORKSHEET%20%20SAM%20RAYBURN%20ISD%20amend%202%20.pdf,true,2023-11-28T15:11:48.000,1,2023-11-16T12:11:18.000
240003316,,false,,1,2023-11-13T11:59:24.000
240003319,http://publicdata.usac.org/SL/Prd/Form470/298467/240003319/RFP%20240003319.pdf,true,2023-11-01T11:11:52.000,1505,2023-11-01T11:06:51.000
240003320,http://publicdata.usac.org/SL/Prd/Form470/347015/240003320/Locust%20Grove%20IFCB%20240003320.pdf,true,2023-10-27T15:10:51.000,2,2023-10-27T15:33:50.000
240003323,http://publicdata.usac.org/SL/Prd/Form470/346732/240003323/Lone%20Grove%20Independent%20School%20District%2032%20OK%20RFP%202425%20SPF.pdf,true,2023-10-30T14:10:09.000,6,2023-10-30T14:59:07.000
240003326,http://publicdata.usac.org/SL/Prd/Form470/334670/240003326/Sumter%20County_RFP_FY2024_Cat2_Addendum1.pdf,true,2024-01-11T15:01:37.000,25,2024-01-10T14:34:59.000
240003327,,false,,3,2023-11-17T13:26:37.000
240003331,http://publicdata.usac.org/SL/Prd/Form470/336026/240003331/Lewis%20County%20School%20District%20WAN%20RFP%20FINAL%20UTO.docx,true,2023-10-27T17:10:41.000,10,2023-10-27T17:36:39.000
240003335,http://publicdata.usac.org/SL/Prd/Form470/349735/240003335/Subcontractors_List.pdf,true,2023-10-27T23:10:39.000,1,2023-10-27T23:58:37.000
240003336,http://publicdata.usac.org/SL/Prd/Form470/336010/240003336/WVISD%20Fiber%20RFP%20U.docx,true,2023-10-27T19:10:23.000,5,2023-10-27T19:53:22.000
240003337,http://publicdata.usac.org/SL/Prd/Form470/349735/240003337/Offer_and_Acceptance_Form.docx,true,2023-10-27T23:10:58.000,1,2023-10-27T23:56:56.000
240003339,,false,,1,2023-10-28T10:53:47.000
240003340,http://publicdata.usac.org/SL/Prd/Form470/341938/240003340/2024%20Form%20470%20_%20Internet%20RFP%20_%20Pricing%20Worksheet%20_%20Geraldine%20School%20District%2044_3%20a.k.a.%20Geraldine%20Public%20Schools%20a.k.a.%20Geraldine%20K12.rtf,true,2023-11-10T10:11:16.000,2,2023-11-10T10:18:14.000
240003341,http://publicdata.usac.org/SL/Prd/Form470/341939/240003341/2024%20Form%20470%20_%20Internet%20RFP%20_%20Pricing%20Worksheet%20_%20Geyser%20School%20District%2058%20a.k.a.%20Geyser%20Public%20Schools.rtf,true,2023-11-10T10:11:48.000,2,2023-11-10T10:27:47.000
240003351,,false,,9,2023-10-30T16:06:59.000
240003357,http://publicdata.usac.org/SL/Prd/Form470/337781/240003357/RFP%20for%20Internet%20Access%20Clay%20Community%20Schools.pdf,true,2023-11-02T13:11:25.000,1,2023-11-02T13:42:23.000
240003358,http://publicdata.usac.org/SL/Prd/Form470/338162/240003358/Merrill%20Bus%20Route.png,true,2023-12-19T11:12:39.000,8,2023-10-30T09:22:40.000
240003360,,false,,1,2023-10-30T09:21:12.000
240003361,http://publicdata.usac.org/SL/Prd/Form470/337781/240003361/RFP%20for%20Fiber%20Clay%20Community%20Schools.pdf,true,2023-11-02T13:11:21.000,4,2023-11-02T13:41:20.000
240003363,http://publicdata.usac.org/SL/Prd/Form470/347078/240003363/STIGLER%20C1%20RFP%20FY24.docx,true,2023-10-30T11:10:48.000,4,2023-10-30T11:26:46.000
240003364,,false,,112,2023-11-01T09:48:37.000
240003365,,false,,20,2023-10-30T18:00:47.000
240003369,,false,,1,2023-10-30T10:34:56.000
240003370,http://publicdata.usac.org/SL/Prd/Form470/343887/240003370/FY24%20Telecommunication%20Service.doc,true,2023-10-30T11:10:13.000,11,2023-10-30T11:35:11.000
240003379,,false,,1,2023-10-30T11:12:42.000
240003386,,false,,1,2023-11-01T09:53:01.000
240003387,,false,,1,2023-10-30T12:35:10.000
240003388,,false,,14,2023-10-30T18:29:30.000
240003390,,false,,1,2023-10-30T16:24:54.000
240003391,,false,,2,2023-10-31T17:18:45.000
240003394,,false,,1,2023-10-30T18:39:35.000
240003395,http://publicdata.usac.org/SL/Prd/Form470/328628/240003395/2024_RFP.pdf,true,2023-10-30T13:10:34.000,1,2023-10-30T13:27:33.000
240003400,http://publicdata.usac.org/SL/Prd/Form470/350061/240003400/Addendum%201%20%20ERate%20APS%20School%20MDFIDF%20Fiber%20Switch%20and%20Wireless%20Controller%20Upgrade%202024%20RFP%2024%20042RR.pdf,true,2024-01-16T15:01:17.000,1082,2024-01-16T14:42:25.000
240003403,http://publicdata.usac.org/SL/Prd/Form470/333602/240003403/2024%2037%20Wireless%20Access%20Points.zip,true,2023-10-30T17:10:01.000,830,2023-10-30T17:07:00.000
240003409,http://publicdata.usac.org/SL/Prd/Form470/333602/240003409/2024%2046%20Wireless%20Controller%20Licenses.zip,true,2023-10-30T17:10:51.000,730,2023-10-30T17:09:50.000
240003410,,false,,1,2023-10-30T13:41:21.000
240003411,,false,,1,2023-10-30T13:27:59.000
240003413,,false,,1,2023-11-02T14:38:46.000
240003414,,false,,1,2023-11-16T20:31:18.000
240003415,,false,,1,2023-12-18T15:05:05.000
240003420,,false,,1,2023-11-02T14:40:43.000
240003422,,false,,1,2023-10-30T13:45:48.000
240003425,http://publicdata.usac.org/SL/Prd/Form470/333326/240003425/Bristol%20Township%20CAT1%20RFP.docx,true,2023-10-30T13:10:38.000,12,2023-10-30T13:51:36.000
240003426,http://publicdata.usac.org/SL/Prd/Form470/346988/240003426/Sample%20Service%20Provider%20Contract%20FY2024.docx,true,2023-11-13T12:11:12.000,5,2023-11-13T12:36:10.000
240003430,,false,,2,2023-11-20T11:20:08.000
240003431,http://publicdata.usac.org/SL/Prd/Form470/331325/240003431/23%20_%20North%20Colonie%20240003431%20Questions%20and%20Answers.pdf,true,2024-01-03T09:01:48.000,1,2023-12-12T16:30:23.000
240003432,http://publicdata.usac.org/SL/Prd/Form470/329813/240003432/Resilient%20Fiber%20Network%20RFP%207920.pdf,true,2023-11-08T07:11:13.000,33,2023-11-08T07:29:12.000
240003436,http://publicdata.usac.org/SL/Prd/Form470/338418/240003436/QA1.pdf,true,2023-11-02T15:11:38.000,3,2023-10-30T14:46:59.000
240003437,http://publicdata.usac.org/SL/Prd/Form470/337429/240003437/FY2024%20RFP%20C1%20IA%20Argos%20Community%20Schools.pdf,true,2023-10-30T15:10:27.000,1,2023-10-30T15:01:25.000
240003439,http://publicdata.usac.org/SL/Prd/Form470/264579/240003439/RFP%20FY2024%20C1%20IA%20Our%20Lady%20of%20Providence%20FINAL.pdf,true,2023-10-30T15:10:38.000,1,2023-10-30T15:11:36.000
240003450,http://publicdata.usac.org/SL/Prd/Form470/334211/240003450/RFP%20Internet_No%20Special%20Construction%202024_Deadline%20Extension.pdf,true,2024-01-12T15:01:09.000,8,2023-10-30T16:52:36.000
240003453,,false,,1,2023-10-30T17:26:48.000
240003457,http://publicdata.usac.org/SL/Prd/Form470/337351/240003457/1%20FY2024%20C2%20RFP%20Plainfield%20CSC.pdf,true,2023-10-31T17:10:05.000,50,2023-10-31T17:34:03.000
240003462,,false,,1,2023-10-31T06:44:02.000
240003464,http://publicdata.usac.org/SL/Prd/Form470/356648/240003464/2024%20CVA%20RFP%20V2.pdf,true,2023-10-31T08:10:45.000,1,2023-10-31T08:59:43.000
240003465,http://publicdata.usac.org/SL/Prd/Form470/337797/240003465/FY%202024%20C2%20RFP%20West%20Lafayette%20CSC%20FINISHED.docx,true,2023-11-17T11:11:25.000,150,2023-11-17T11:21:23.000
240003468,,false,,10,2023-11-08T10:38:48.000
240003471,http://publicdata.usac.org/SL/Prd/Form470/343513/240003471/MIBS%20Networking%20Support%20RFP.docx,true,2023-10-31T09:10:40.000,1,2023-10-31T09:28:39.000
240003473,,false,,1,2023-10-31T09:54:32.000
240003474,,false,,1,2023-10-31T09:37:42.000
240003475,,false,,45,2023-11-01T10:18:44.000
240003477,,false,,1,2023-10-31T09:42:40.000
240003478,http://publicdata.usac.org/SL/Prd/Form470/17003241/240003478/ILTexas%202024%20Category%202%20Configuration%20REV.xlsx,true,2023-11-14T12:11:03.000,289,2023-11-14T12:41:01.000
240003480,http://publicdata.usac.org/SL/Prd/Form470/346376/240003480/Conway%20NonDisclosure%20Agreement_Request%20for%20Floor%20Plans.pdf,true,2023-11-30T12:11:51.000,1154,2023-11-15T13:48:00.000
240003481,http://publicdata.usac.org/SL/Prd/Form470/334034/240003481/Guilford_%20%20Site%20Changes%20Spreadsheet%20V1.pdf,true,2023-10-31T10:10:44.000,11,2023-10-31T10:09:42.000
240003483,,false,,3,2023-10-31T16:59:13.000
240003484,,false,,1,2023-10-31T10:35:35.000
240003487,http://publicdata.usac.org/SL/Prd/Form470/333397/240003487/RFP_Cat1.pdf,true,2023-11-01T13:11:08.000,18,2023-11-01T13:05:06.000
240003488,,false,,1,2023-11-03T11:00:07.000
240003490,http://publicdata.usac.org/SL/Prd/Form470/263238/240003490/RFP%20IHM%20IA%20FY2024.pdf,true,2023-11-02T17:11:49.000,1,2023-11-02T17:01:47.000
240003493,,false,,3,2023-11-02T19:01:00.000
240003497,http://publicdata.usac.org/SL/Prd/Form470/336643/240003497/FY%202024%20Network%20Upgrade%20QA%20240003497.pdf,true,2023-12-21T10:12:51.000,1800,2023-10-31T11:42:27.000
240003500,,false,,2,2023-10-31T11:31:26.000
240003502,,false,,1,2023-12-15T16:14:44.000
240003503,http://publicdata.usac.org/SL/Prd/Form470/348313/240003503/Boerne%20ISD%20Configuration%20Request.xlsx,true,2023-12-01T10:12:27.000,15,2023-12-01T10:38:26.000
240003504,http://publicdata.usac.org/SL/Prd/Form470/341215/240003504/FaulktonAreaSchoolDistRFP.pdf,true,2023-11-28T11:11:00.000,3,2023-11-28T11:22:58.000
240003506,http://publicdata.usac.org/SL/Prd/Form470/342722/240003506/Cass%2012%20Month%20WAN%20Extension%20and%20Internet%20RFP.docx,true,2023-10-31T16:10:45.000,2,2023-10-31T16:40:43.000
240003510,http://publicdata.usac.org/SL/Prd/Form470/350522/240003510/10_24%20addendum%201.pdf,true,2023-11-02T12:11:52.000,10,2023-10-31T13:15:18.000
240003511,http://publicdata.usac.org/SL/Prd/Form470/352269/240003511/2024%20SCLD%20Internet%20Access%20and%20WAN%20Bid%20Spreadsheet%20.xlsx,true,2023-10-31T15:10:34.000,13,2023-10-31T15:49:33.000
240003519,http://publicdata.usac.org/SL/Prd/Form470/342323/240003519/Kildeer%201%20Year%20WAN%20Extension%20RFP.docx,true,2023-10-31T16:10:46.000,6,2023-10-31T16:56:44.000
240003520,http://publicdata.usac.org/SL/Prd/Form470/348556/240003520/2024%20C2%20Bidding%20Instructions.pdf,true,2023-10-31T12:10:07.000,2,2023-10-31T12:55:05.000
240003523,http://publicdata.usac.org/SL/Prd/Form470/344526/240003523/2023%20Erate%20Access%20Point%20Refresh.pdf,true,2023-10-31T20:10:57.000,300,2023-10-31T20:49:55.000
240003524,http://publicdata.usac.org/SL/Prd/Form470/338069/240003524/DAVISON%20COMMUNITY%20SCHOOLS%202024_25%20CAT%202%20LIST.docx,true,2023-10-31T13:10:54.000,11,2023-10-31T13:01:52.000
240003527,http://publicdata.usac.org/SL/Prd/Form470/347577/240003527/CHISD%20Equipment%20RFP%202024.doc,true,2023-10-31T16:10:06.000,20,2023-10-31T16:46:04.000
240003529,,false,,1,2023-10-31T13:49:33.000
240003531,http://publicdata.usac.org/SL/Prd/Form470/348090/240003531/1_CSP_23_11_02%20Internal%20Connections%20_%20Campus%20Refresh%20_%20ERate.pdf,true,2023-11-10T11:11:28.000,236,2023-11-10T11:06:26.000
240003533,http://publicdata.usac.org/SL/Prd/Form470/337299/240003533/RFP%20C2%20FY2024%20Noblesville.pdf,true,2023-10-31T14:10:38.000,210,2023-10-31T14:28:37.000
240003537,http://publicdata.usac.org/SL/Prd/Form470/333775/240003537/InternetWan%202024%20RFP.pdf,true,2023-11-01T09:11:36.000,17,2023-11-01T09:24:34.000
240003541,http://publicdata.usac.org/SL/Prd/Form470/349247/240003541/Durango%20IFCB%20240003541.pdf,true,2023-10-31T14:10:10.000,1,2023-10-31T14:30:08.000
240003542,http://publicdata.usac.org/SL/Prd/Form470/378878/240003542/EL%20SOL%20%20ERATE%20SUPPLEMENTAL%20TERMS%20AND%20CONDITIONS.pdf,true,2023-11-09T15:11:14.000,1,2023-11-09T15:05:12.000
240003543,http://publicdata.usac.org/SL/Prd/Form470/337497/240003543/FY2024%20C2%20RFP%20GKB.pdf,true,2023-10-31T15:10:58.000,20,2023-10-31T15:01:57.000
240003546,http://publicdata.usac.org/SL/Prd/Form470/350291/240003546/MBUSD%20%20ERATE%20SUPPLEMENTAL%20TERMS%20AND%20CONDITIONS.pdf,true,2023-11-17T13:11:20.000,1,2023-11-17T13:17:19.000
240003547,,false,,9,2023-11-08T10:37:51.000
240003552,,false,,1,2023-11-09T14:33:14.000
240003554,http://publicdata.usac.org/SL/Prd/Form470/349229/240003554/No%20Vendor%20Questions.pdf,true,2024-01-02T14:01:16.000,1,2023-12-05T15:19:25.000
